RowID;Date/Time;Cogeneration (kWh);Wind (kWh);Photovoltaics (kWh);Hydro (kWh);Other Technologies (kWh);Distribution Network (kWh);temperature_2m (°C);relative_humidity_2m (%);precipitation (mm);rain (mm);snowfall (cm);cloud_cover (%);Wind_Direction_10m;wind_speed_10m (km/h);Wind_Direction_100m;wind_speed_100m (km/h);direct_radiation (W/m²);shortwave_radiation (W/m²);diffuse_radiation (W/m²);direct_normal_irradiance (W/m²);terrestrial_radiation (W/m²);Productions
1347;2024-03-17 03:00:00;19991.8125;222124.275;0.0;52906.6875;84013.625;379036.4;12.6;;;;0.0;100.0;Northwest;2.9;;3.9;0.0;0.0;nan;0.0;0.0;High Production
1348;2024-01-30 13:00:00;20444.25;264238.625;27409.375;44555.6875;99236.625;455884.5625;17.8;68.0;;;0.0;100.0;Northwest;7.4;Northwest;10.2;287.0;447.0;160.0;565.0;716.2;High Production
1349;2024-11-20 22:00:00;66218.5625;618003.6875;0.125;12211.5625;35771.370999999985;;12.6;98.0;0.4;0.4;0.0;100.0;North;7.2;North;13.8;0.0;0.0;0.0;0.0;0.0;Low Production
1350;2024-04-14 11:00:00;38481.625;46888.1875;32397.375;40819.8125;;265818.8125;25.5;67.0;;;0.0;100.0;West;1.8;;1.8;510.0;696.0;186.0;686.8;1010.0;Medium-Low Production
1351;2024-10-12 17:00:00;43749.6875;242375.1875;3323.5625;32342.125;40564.41225000001;362354.97475;20.9;;;;0.0;7.0;Northwest;3.1;North;6.1;127.0;187.0;60.0;;346.1;High Production
1352;2024-08-09 18:00:00;nan;252030.375;4933.1875;5245.125;83319.54375;;33.5;47.0;;;0.0;6.0;Southwest;7.8;Southwest;10.7;235.0;313.0;78.0;600.7;520.8;High Production
1353;2024-07-22 10:00:00;59971.0625;273338.0625;35567.0625;6725.0625;102871.7815;478473.0315;27.8;41.0;;;0.0;;Northwest;13.0;Northwest;18.0;587.0;679.0;92.0;837.0;;High Production
1354;2024-03-26 23:00:00;41146.0;1034651.375;0.25;47076.625;75734.375;1198608.625;8.7;85.0;0.1;0.1;0.0;100.0;;6.9;Northwest;13.0;0.0;0.0;0.0;0.0;0.0;Medium Production
1355;2024-04-08 01:00:00;nan;718241.25;0.0;51777.8125;86282.0625;877572.0;11.9;;3.0;3.0;0.0;100.0;;18.9;Southeast;31.0;0.0;0.0;0.0;0.0;0.0;Medium-High Production
1356;2024-05-22 12:00:00;63447.0625;190077.5625;26872.125;28206.4375;120541.0608735;429144.2483735;16.7;67.0;0.1;0.1;0.0;12.0;Northeast;17.1;Northeast;22.6;708.0;874.0;nan;780.2;1211.4;High Production
1357;2024-06-29 22:00:00;42738.8125;269304.5;nan;7643.0;89416.5625;409102.875;16.1;88.0;;;0.0;;West;5.0;West;6.2;0.0;;0.0;0.0;0.0;High Production
1358;2024-01-04 19:00:00;22976.0625;695746.75;0.25;41407.9375;87474.0625;847605.0625;8.6;90.0;1.7;1.7;0.0;78.0;South;9.0;South;18.1;0.0;0.0;0.0;0.0;0.0;Medium-High Production
1359;2024-07-05 12:00:00;59945.0;123894.5;37369.75;10741.9375;110004.6905;341955.878;29.1;59.0;;;0.0;0.0;Northwest;9.5;Northwest;11.3;;908.0;106.0;;1209.4;Medium-Low Production
1360;2024-07-14 05:00:00;38927.125;111224.6875;30.5;4394.3125;77637.46925;232214.09425;14.5;91.0;;;0.0;100.0;Northwest;2.5;;7.6;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
1361;2024-05-22 07:00:00;nan;176814.5625;8630.5;15638.9375;97004.50710375;;;91.0;0.7;0.7;0.0;100.0;North;4.7;;;12.0;93.0;81.0;;307.9;High Production
1362;2024-02-14 08:00:00;nan;843971.5;1973.375;46840.75;91077.16675000003;1021218.47925;13.8;92.0;;;;100.0;East;8.9;East;21.0;0.0;5.0;5.0;0.0;42.9;Medium Production
1363;2024-08-17 00:00:00;40688.875;332793.75;0.1875;2034.1875;77984.525;453501.525;21.8;74.0;;;0.0;3.0;Northwest;5.8;Northwest;15.9;0.0;0.0;0.0;0.0;0.0;High Production
1364;2024-08-28 18:00:00;nan;268037.5;3129.5625;6097.4375;;415875.9815;24.9;65.0;;;0.0;66.0;Northwest;10.6;Northwest;;135.0;;94.0;431.4;419.7;High Production
1365;2024-06-06 00:00:00;32580.5;136753.9375;0.0;10201.5;99272.5625;278808.5;;98.0;;;0.0;99.0;Northwest;3.3;Northwest;1.6;0.0;0.0;0.0;0.0;;Medium-Low Production
1366;2024-10-19 05:00:00;56425.25;429045.0625;0.0;18129.1875;39275.06074999999;542874.56075;16.0;94.0;0.8;0.8;;100.0;West;13.5;West;23.5;0.0;;0.0;0.0;;Low Production
1367;2024-03-10 15:00:00;19725.0625;1036463.0375;19683.0;50916.9375;112527.25;;;83.0;0.4;0.4;0.0;91.0;West;19.7;West;28.2;157.0;338.0;181.0;251.9;864.5;Medium Production
1368;2024-08-29 18:00:00;50169.875;270904.25;3321.4375;7803.4375;89107.45449999999;421306.4545;26.4;56.0;;;0.0;;Northwest;7.3;Northwest;9.4;161.0;229.0;68.0;522.6;413.3;High Production
1369;2024-11-21 05:00:00;57979.625;859493.3125;0.0625;;38077.46375;963277.08875;;97.0;;0.5;0.0;;North;14.5;North;25.4;0.0;0.0;0.0;0.0;0.0;Medium-High Production
1370;2024-04-11 08:00:00;57769.625;573924.25;16570.625;53701.6875;96509.125;798475.3125;;73.0;;;0.0;16.0;Southeast;11.7;;23.5;156.0;219.0;nan;567.5;374.6;Medium-High Production
1371;2024-02-24 06:00:00;23310.0;853798.4375;0.0625;41459.75;83324.58674999996;1001892.83675;6.4;90.0;0.1;0.1;0.0;;Northeast;3.9;Northeast;10.0;;0.0;0.0;0.0;;Medium-High Production
1372;2024-09-16 10:00:00;91987.0625;486840.875;37497.4375;4860.9375;;690287.8525;25.7;19.0;;;0.0;30.0;East;;East;28.8;467.0;552.0;85.0;836.0;756.3;Low Production
1373;2024-09-13 13:00:00;95295.0625;411172.625;42375.8125;4955.625;76950.75075;630749.87575;25.0;34.0;;;0.0;0.0;North;15.1;North;20.5;700.0;;99.0;891.0;1062.0;Low Production
1374;2024-01-01 07:00:00;5650.375;85733.6875;0.0625;30359.5;88490.125;210233.75;3.7;95.0;;;0.0;100.0;Northeast;6.3;East;11.9;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
1375;2024-08-31 11:00:00;45679.75;66022.0625;29967.875;5982.625;116325.87175;263978.18425;;68.0;;;0.0;44.0;Northwest;2.3;Northwest;3.1;276.0;514.0;238.0;378.1;980.1;Medium-Low Production
1376;2024-04-15 11:00:00;54948.4375;;34042.5625;44919.875;114807.0;399603.125;21.6;61.0;;;0.0;0.0;West;8.3;West;10.8;670.0;768.0;98.0;897.7;;High Production
1377;2024-09-08 09:00:00;77409.0;156722.5;31307.5;4484.625;68273.20749999999;338196.8325;16.6;76.0;;;0.0;0.0;Northwest;1.5;Northwest;2.2;267.0;364.0;97.0;;581.0;Medium-Low Production
1378;2024-06-26 13:00:00;55548.1875;115647.0;32448.0;13700.9375;;323837.125;26.0;47.0;;;0.0;88.0;East;6.0;East;7.9;600.0;855.0;255.0;633.1;1254.5;Medium-Low Production
1379;2024-05-27 15:00:00;61341.3125;310046.4375;31480.375;20056.625;115062.9752225;537987.7252225;22.4;50.0;;;0.0;99.0;Southeast;15.4;Southeast;20.6;577.0;790.0;213.0;682.2;1126.8;Low Production
1380;2024-06-30 20:00:00;31952.3125;206192.625;20.25;18382.8125;85122.3125;341670.3125;18.3;78.0;;;0.0;8.0;West;;West;10.8;17.0;47.0;30.0;128.5;137.7;Medium-Low Production
1381;2024-04-04 17:00:00;38743.125;758433.6875;10609.6875;54895.8125;93676.25;;;75.0;;;;100.0;Southwest;16.1;Southwest;22.9;118.0;;191.0;256.9;628.2;Medium-High Production
1382;2024-07-24 23:00:00;48691.0625;305708.0625;0.0;2828.8125;;429216.59925;26.5;70.0;;;0.0;0.0;Northeast;2.0;Northeast;5.6;0.0;0.0;0.0;;0.0;High Production
1383;2024-03-13 06:00:00;27334.375;430623.9125;0.0;52597.875;83381.43750000001;593937.6;7.9;84.0;;;0.0;16.0;West;7.8;Northwest;19.6;0.0;0.0;0.0;0.0;0.0;Low Production
1384;2024-06-04 10:00:00;47646.0625;36803.5625;32557.8125;20881.5625;120269.5;258158.5;24.4;54.0;;;0.0;2.0;North;7.8;North;9.3;595.0;709.0;114.0;807.3;979.5;Medium-Low Production
1385;2024-01-30 10:00:00;21115.5625;465041.125;21042.6875;44513.0;92824.0625;644536.4375;12.6;;;;0.0;;Northwest;10.0;Northwest;21.3;112.0;196.0;84.0;426.3;;High Production
1386;2024-08-11 10:00:00;38530.1875;64387.875;25832.75;7877.0625;113382.492;250010.367;26.8;60.0;;;0.0;0.0;Northwest;6.2;West;7.9;541.0;632.0;91.0;817.2;881.6;Medium-Low Production
1387;2024-11-04 08:00:00;70282.125;557282.8125;3896.875;11713.3125;53747.83350000001;696922.9585;15.4;76.0;0.1;;0.0;100.0;Southwest;11.4;West;24.5;0.0;10.0;10.0;0.0;84.9;Low Production
1388;2024-01-05 04:00:00;7794.0625;516688.625;0.0;39070.4375;88264.8125;651817.9375;;95.0;;;0.0;95.0;;3.8;South;7.1;0.0;;0.0;0.0;0.0;Low Production
1389;2024-05-02 12:00:00;62891.25;440767.875;25703.9375;32556.0;;690156.07125475;11.6;76.0;;;;38.0;;16.2;Southwest;21.6;179.0;477.0;298.0;205.2;1175.1;Low Production
1390;2024-10-21 02:00:00;58353.6875;115856.5625;0.0;17507.3125;;233774.57775;14.6;;;;;100.0;West;6.7;;12.6;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
1391;2024-02-08 16:00:00;39749.3125;1189559.9375;328.375;44113.8125;90274.77550000005;1364026.213;13.1;93.0;3.5;3.5;0.0;100.0;Northwest;30.3;Northwest;48.6;1.0;53.0;52.0;2.7;529.0;Medium Production
1392;2024-03-01 11:00:00;41434.0;;29917.75;;115155.0;923896.75;10.4;90.0;0.8;0.8;0.0;100.0;East;13.7;East;21.6;0.0;87.0;87.0;0.0;;Medium-High Production
1393;2024-11-18 22:00:00;67729.875;20303.625;0.0;17797.5625;;141109.19575;11.6;100.0;;;0.0;96.0;Northwest;4.0;North;3.0;0.0;0.0;nan;0.0;0.0;Medium-Low Production
1394;2024-12-02 21:00:00;nan;126983.375;0.0;21416.625;;261329.16325;10.2;91.0;;;0.0;91.0;West;0.7;West;4.6;;0.0;0.0;0.0;0.0;Medium-Low Production
1395;2024-12-23 00:00:00;63903.625;828603.875;0.0;9557.0;45181.798750000016;947246.29875;;89.0;;;0.0;72.0;North;8.4;Northeast;20.4;0.0;0.0;0.0;0.0;0.0;Medium-High Production
1396;2024-03-31 19:00:00;nan;634142.125;2.1875;53164.375;84059.5625;791380.25;10.1;63.0;;;0.0;50.0;South;13.6;South;25.8;;32.0;17.0;121.1;110.0;Medium-High Production
1397;2024-07-23 13:00:00;61143.9375;;39529.375;4648.5;103320.166;;35.9;28.0;;;0.0;;North;2.6;North;3.2;822.0;925.0;103.0;;;Medium-Low Production
1398;2024-07-01 06:00:00;38280.625;231123.3125;nan;6738.9375;81835.28725;359621.47475;13.6;98.0;;;0.0;100.0;Northwest;4.8;Northwest;;4.0;21.0;nan;36.5;;High Production
1399;2024-10-18 23:00:00;61705.75;293715.9375;0.0;20616.3125;39739.04850000002;415777.0485;15.8;96.0;0.5;;;100.0;West;12.9;West;20.6;0.0;0.0;0.0;0.0;0.0;High Production
1400;2024-05-20 05:00:00;44755.1875;284662.0625;33.75;23748.9375;97723.65997375;450923.59747375;9.6;99.0;;;0.0;;;2.6;;6.4;0.0;0.0;0.0;0.0;;High Production
1401;2024-06-13 11:00:00;63180.3125;89740.5625;37012.875;;106353.1875;310479.25;21.3;53.0;;;0.0;39.0;;9.4;Northwest;11.5;706.0;830.0;124.0;830.9;1126.8;Medium-Low Production
1402;2024-04-18 03:00:00;nan;638230.25;0.0;;;795935.125;14.9;;;;0.0;24.0;;16.3;Northwest;33.6;0.0;0.0;0.0;0.0;0.0;Medium-High Production
1403;2024-10-08 21:00:00;62655.375;1086819.25;0.0;28616.6875;42890.673750000016;1220981.98625;17.9;94.0;11.0;11.0;0.0;100.0;Northwest;34.5;Northwest;55.3;0.0;0.0;0.0;0.0;0.0;Medium Production
1404;2024-06-20 12:00:00;62513.4375;177519.1875;19924.5625;18904.8125;113385.875;;21.8;;;;0.0;30.0;Northwest;13.2;Northwest;17.2;580.0;811.0;231.0;629.8;1219.8;High Production
1405;2024-01-27 21:00:00;8929.1875;421495.6875;0.3125;47435.0625;71191.0;549051.25;9.4;92.0;;;0.0;35.0;;7.8;West;14.2;0.0;;0.0;0.0;0.0;Low Production
1406;2024-09-20 23:00:00;70704.4375;16842.4375;0.0;2942.5625;35762.111750000004;;16.9;;;;0.0;7.0;Northwest;;Northwest;3.9;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
1407;2024-03-01 17:00:00;42139.625;799107.0;nan;46210.1875;92245.5;984057.25;11.1;89.0;0.9;0.9;0.0;100.0;South;16.2;South;26.2;39.0;102.0;63.0;118.0;460.7;Medium-High Production
1408;2024-12-13 05:00:00;72456.0625;;0.0;7005.8125;44854.52100000001;338266.4585;3.8;84.0;;;0.0;100.0;East;5.6;East;10.2;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
1409;2024-02-12 08:00:00;31942.375;645347.5625;3354.75;45992.125;;822977.964;10.2;;;;0.0;100.0;Northwest;4.8;Northwest;11.8;1.0;;4.0;14.3;37.0;Medium-High Production
1410;2024-08-29 22:00:00;51253.3125;228051.125;0.0;3982.25;82774.23425000001;366060.92175;19.5;82.0;;;0.0;0.0;Northwest;3.4;Northwest;10.1;0.0;0.0;0.0;0.0;0.0;High Production
1411;2024-08-19 02:00:00;nan;392606.75;nan;2256.0625;81624.18625000001;514674.18625;18.6;91.0;;;0.0;0.0;Northwest;4.5;;;0.0;0.0;0.0;0.0;0.0;High Production
1412;2024-02-15 15:00:00;39774.0;806179.6875;22348.3125;52000.8125;96687.11325;1016989.92575;;83.0;2.4;2.4;0.0;64.0;;16.3;Southeast;21.9;125.0;278.0;153.0;;717.3;Medium-High Production
1413;2024-01-08 14:00:00;23082.875;97887.1875;nan;;;264064.75;9.1;;;;0.0;;Southwest;10.1;Southwest;17.8;0.0;94.0;94.0;0.0;599.8;Medium-Low Production
1414;2024-03-27 23:00:00;41895.0;1041231.3125;0.25;51204.625;85862.125;1220193.3125;7.8;63.0;;;0.0;43.0;Northwest;18.4;Northwest;33.8;0.0;0.0;nan;0.0;0.0;Medium Production
1415;2024-04-30 11:00:00;62608.1875;482923.9375;17419.9375;32573.0625;119080.6875;714605.8125;12.6;95.0;2.2;2.2;0.0;100.0;Southeast;;;22.6;0.0;40.0;40.0;;1071.5;Low Production
1416;2024-07-31 08:00:00;58329.9375;15955.3125;8693.25;6042.0;93635.63425;182656.13425;20.0;86.0;;;0.0;;West;2.6;West;2.8;94.0;169.0;75.0;261.6;477.0;Medium-Low Production
1417;2024-01-17 15:00:00;23250.375;1148116.6875;nan;47857.5;96530.0625;1328327.375;;84.0;1.8;1.8;0.0;51.0;Northeast;;Northeast;53.0;142.0;243.0;101.0;364.8;550.2;Medium Production
1418;2024-10-20 23:00:00;57879.4375;81891.3125;0.0;20103.0;41865.785500000005;201739.5355;13.9;97.0;;;0.0;94.0;West;5.1;West;11.2;0.0;0.0;0.0;0.0;;Medium-Low Production
1419;2024-04-19 05:00:00;41885.6875;625838.125;nan;31372.0625;85853.375;;13.1;;;;0.0;19.0;West;18.9;West;36.2;0.0;;nan;0.0;0.0;Medium-High Production
1420;2024-06-20 17:00:00;61054.1875;499828.8125;nan;15308.1875;100938.8125;690666.0625;20.6;;0.1;0.1;;25.0;;19.2;Northwest;26.6;363.0;497.0;134.0;585.3;821.4;Low Production
1421;2024-08-19 22:00:00;45762.6875;476843.0;0.0;2872.375;78559.69200000004;604037.7545;;63.0;;;0.0;0.0;Northwest;5.9;Northwest;;0.0;0.0;0.0;0.0;0.0;Low Production
1422;2024-12-13 07:00:00;77580.4375;182765.125;nan;9395.8125;45340.06225;;4.0;83.0;;;0.0;100.0;East;6.9;Southeast;11.2;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
1423;2024-12-17 04:00:00;71603.6875;779115.0;nan;6559.875;45873.73275;903152.29525;9.4;58.0;;;;42.0;Southeast;;South;;;0.0;0.0;0.0;0.0;Medium-High Production
1424;2024-06-18 16:00:00;nan;281711.8125;23087.0;16700.6875;111338.625;479834.375;19.4;;;;;21.0;North;12.4;North;16.1;574.0;702.0;128.0;756.8;1004.9;High Production
1425;2024-01-14 05:00:00;5771.6875;704773.125;0.0;43488.4375;84433.375;838466.625;11.4;88.0;0.2;0.2;0.0;100.0;Northeast;9.1;Northeast;;0.0;0.0;0.0;0.0;0.0;Medium-High Production
1426;2024-07-19 09:00:00;62669.625;18905.1875;27264.0;6946.375;99946.88675;215732.07425;;71.0;;;0.0;0.0;Northwest;4.0;;5.0;420.0;504.0;84.0;754.2;737.6;Medium-Low Production
1427;2024-05-18 04:00:00;43749.8125;400974.75;0.0;22900.0;99158.95725;;;97.0;;;0.0;79.0;Southwest;4.0;;6.4;;0.0;0.0;0.0;0.0;Low Production
1428;2024-07-20 12:00:00;47893.25;433331.5;33181.5625;8030.75;119686.97525000002;642124.03775;19.7;91.0;0.1;0.1;0.0;100.0;North;10.7;North;13.6;0.0;199.0;199.0;0.0;1190.9;Low Production
1429;2024-04-11 07:00:00;56166.875;;6083.1875;44263.8125;87914.625;918726.5;13.4;79.0;;;0.0;3.0;Southeast;9.4;Southeast;24.2;21.0;47.0;26.0;166.3;113.2;Medium-High Production
1430;2024-03-16 21:00:00;22927.9375;287830.1875;0.25;52284.0625;83488.875;446531.3125;14.1;96.0;;;0.0;100.0;Southeast;4.6;Southeast;8.7;;0.0;nan;0.0;;High Production
1431;2024-03-18 03:00:00;20936.75;131196.5625;0.0625;52684.1875;82626.25;287443.8125;9.9;98.0;;;0.0;93.0;Southeast;4.6;Southeast;;0.0;;0.0;0.0;0.0;Medium-Low Production
1432;2024-12-16 10:00:00;78828.0;850666.125;19837.1875;16241.375;63531.36850000001;;9.2;67.0;;;0.0;0.0;South;13.9;South;31.4;141.0;191.0;50.0;;315.1;Medium Production
1433;2024-07-11 18:00:00;59311.3125;398956.0625;6819.125;11558.75;84426.19950000002;561071.4495;21.2;80.0;;;0.0;88.0;;14.6;Northwest;19.8;121.0;265.0;144.0;266.4;601.1;Low Production
1434;2024-09-04 07:00:00;92240.875;466568.75;6851.9375;;51452.712;618529.337;15.4;76.0;;;0.0;0.0;North;10.7;Northeast;17.9;21.0;42.0;21.0;173.8;103.8;Low Production
1435;2024-08-29 00:00:00;nan;170034.8125;0.0;2005.8125;83537.80324999998;298176.17825;17.5;98.0;;;0.0;1.0;Northwest;3.7;Northwest;7.2;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
1436;2024-10-31 16:00:00;67974.5;595881.6875;5534.0625;;47266.90424999999;739769.52925;18.1;72.0;0.1;0.1;0.0;100.0;North;10.8;North;18.8;58.0;141.0;83.0;182.8;440.6;Low Production
1437;2024-12-03 14:00:00;75271.5;327948.875;12755.0;22899.5;59234.5345;498109.4095;13.1;70.0;;;;100.0;West;7.4;West;11.0;2.0;107.0;105.0;;580.3;High Production
1438;2024-05-11 03:00:00;nan;;0.0;22468.75;;375693.10475;12.9;96.0;;;0.0;;Northwest;3.3;North;1.8;0.0;0.0;0.0;0.0;0.0;High Production
1439;2024-01-20 17:00:00;6159.6875;56846.0625;2504.9375;49803.5625;89698.125;205012.375;8.8;78.0;;;0.0;46.0;Southwest;6.6;Southwest;8.2;84.0;;42.0;523.9;226.5;Medium-Low Production
1440;2024-08-01 08:00:00;58667.875;127261.8125;15927.375;7071.25;94189.575;303117.8875;19.0;87.0;;;0.0;;West;3.5;;4.7;;135.0;112.0;;;Medium-Low Production
1441;2024-09-06 00:00:00;80614.25;;0.0;1434.75;41572.942500000034;724727.1925;14.0;75.0;;;0.0;0.0;West;11.3;;22.5;;0.0;0.0;0.0;0.0;Low Production
1442;2024-11-25 17:00:00;78412.0;240270.9375;284.6875;34001.8125;36591.42775;389560.86525;;71.0;;;0.0;90.0;North;4.4;Northeast;12.3;23.0;47.0;24.0;191.1;123.1;High Production
1443;2024-11-03 01:00:00;nan;366778.5;0.0;12217.75;;484685.872;12.5;91.0;;;0.0;0.0;Southeast;5.8;Southeast;8.1;0.0;0.0;0.0;0.0;0.0;High Production
1444;2024-02-17 16:00:00;21288.0625;49829.0625;19562.375;48031.875;99219.87;237931.245;17.9;64.0;;;;36.0;Southeast;5.5;;6.5;303.0;383.0;80.0;726.6;584.4;Medium-Low Production
1445;2024-11-27 17:00:00;71439.0625;206385.1875;nan;26130.0625;46588.8075;350924.245;;71.0;;;0.0;30.0;Northwest;4.4;Northwest;11.0;;54.0;23.0;261.3;;High Production
1446;2024-06-16 18:00:00;40202.8125;475282.625;6250.4375;14365.0625;95824.375;631925.3125;18.2;78.0;;0.1;0.0;65.0;West;14.5;West;19.5;160.0;278.0;118.0;352.6;601.4;Low Production
1447;2024-12-18 23:00:00;73231.5;969043.875;0.0;;46590.89049999998;1100776.828;14.9;97.0;4.3;4.3;0.0;100.0;Southwest;25.4;Southwest;40.7;;0.0;0.0;;0.0;Medium Production
1448;2024-03-26 19:00:00;42570.9375;1118477.0625;1.6875;50740.0;73760.1875;1285549.875;9.7;;;;0.0;75.0;West;25.6;West;42.6;14.0;31.0;17.0;121.6;98.5;Medium Production
1449;2024-12-10 02:00:00;nan;239834.375;0.0;8328.0;47369.5915;364092.404;3.0;91.0;;;0.0;0.0;Southeast;;Southeast;12.1;0.0;0.0;0.0;;0.0;High Production
1450;2024-02-22 17:00:00;nan;1057551.0625;1844.4375;;89635.63799999998;1239866.4505;10.9;66.0;;;0.0;53.0;Northwest;17.9;;26.9;133.0;229.0;96.0;448.2;415.0;Medium Production
1451;2024-05-16 01:00:00;34381.25;412114.375;0.25;;99564.34175;568197.52925;9.8;92.0;;;0.0;69.0;Northwest;;Northwest;9.2;0.0;;0.0;0.0;0.0;Low Production
1452;2024-01-14 01:00:00;5584.5625;695205.75;nan;42455.75;77250.6875;820496.75;;90.0;3.2;3.2;0.0;100.0;Northeast;11.0;East;24.0;0.0;0.0;0.0;0.0;0.0;Medium-High Production
1453;2024-10-16 14:00:00;nan;430711.3125;nan;30614.6875;59790.63425;610737.82175;;81.0;;5.4;0.0;;Southeast;14.9;Southeast;21.4;63.0;244.0;181.0;105.7;820.8;Low Production
1454;2024-01-16 06:00:00;7325.75;811124.625;0.0;45463.25;81079.25;944992.875;14.6;96.0;0.7;0.7;0.0;100.0;Northwest;;North;27.4;0.0;0.0;0.0;0.0;0.0;Medium-High Production
1455;2024-05-01 16:00:00;41229.375;;20298.625;27382.375;119103.08332200002;1039229.645822;11.6;;0.5;0.5;0.0;50.0;Southwest;16.3;Southwest;22.4;268.0;448.0;180.0;390.4;925.0;Medium Production
1456;2024-12-31 17:00:00;66717.0;98255.125;629.125;15682.25;46969.35325;228252.85325;8.8;68.0;;;0.0;0.0;;9.4;;20.2;46.0;;27.0;365.1;145.4;Medium-Low Production
1457;2024-08-24 09:00:00;nan;149065.125;24284.75;5653.4375;107040.48425;330083.67175;21.4;81.0;;;0.0;100.0;Northwest;;Northwest;6.8;17.0;185.0;168.0;35.8;635.8;Medium-Low Production
1458;2024-08-18 18:00:00;38271.625;430188.75;4303.25;3706.3125;84481.67325000002;560951.61075;;62.0;;;0.0;0.0;Northwest;15.1;Northwest;20.4;;283.0;nan;590.4;477.2;Low Production
1459;2024-03-10 18:00:00;19866.125;959865.8;1135.75;52241.8125;;1121258.1124999998;10.2;83.0;0.4;0.4;0.0;34.0;;16.4;West;;47.0;89.0;nan;243.6;267.6;Low Production
1460;2024-02-25 05:00:00;19778.0625;1132540.8125;0.0;42070.125;85194.69425;1279583.69425;12.4;91.0;0.1;0.1;0.0;100.0;Southwest;22.8;Southwest;;;0.0;0.0;0.0;0.0;Medium Production
1461;2024-09-25 12:00:00;80437.3125;800705.0625;16275.0;2690.875;62127.52474999998;962235.77475;19.5;99.0;3.2;3.2;0.0;100.0;Northwest;20.6;Northwest;;48.0;252.0;204.0;67.5;968.1;Medium-High Production
1462;2024-06-28 18:00:00;61140.4375;249231.3125;2152.375;;97405.0625;422045.375;20.0;83.0;0.4;0.4;0.0;100.0;Northwest;2.9;;3.7;0.0;66.0;66.0;0.0;608.0;High Production
1463;2024-05-03 07:00:00;60175.125;;8163.375;24124.375;105302.107638;542219.607638;10.9;88.0;;0.1;0.0;100.0;Southwest;12.9;Southwest;22.9;0.0;29.0;29.0;;241.1;Low Production
1464;2024-04-21 11:00:00;40828.5;133292.9375;33731.125;34254.875;120679.375;362786.8125;21.3;37.0;;;0.0;0.0;North;;North;24.1;697.0;795.0;98.0;908.0;1040.0;High Production
1465;2024-10-09 03:00:00;nan;1074468.9375;0.0;20415.6875;38732.29550000001;1184270.733;18.2;95.0;0.7;0.7;;100.0;Northwest;38.0;North;60.2;0.0;0.0;0.0;0.0;0.0;Medium Production
1466;2024-05-31 23:00:00;44567.5625;681400.3125;nan;10260.875;100509.69125;836738.56625;;;;;0.0;0.0;Northeast;11.5;Northeast;27.3;0.0;0.0;0.0;;0.0;Medium-High Production
1467;2024-06-11 05:00:00;41252.8125;261401.1875;110.0;;84590.3125;398382.0625;13.0;79.0;;;0.0;0.0;Northwest;5.8;Northwest;15.6;0.0;0.0;0.0;;0.0;Medium-High Production
1468;2024-06-08 11:00:00;nan;51151.375;18015.375;18358.625;119837.875;253540.25;19.8;79.0;;0.3;0.0;100.0;Southeast;11.0;Southeast;13.7;84.0;377.0;293.0;98.9;1127.4;Medium-Low Production
1469;2024-05-25 05:00:00;45793.375;161071.875;95.125;17200.4375;85329.92701649999;309490.7395165;11.1;98.0;;;0.0;;Northwest;;;7.6;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
1470;2024-03-16 17:00:00;21284.75;197421.25;5818.875;54097.5625;91023.0625;369645.5;17.5;;;;0.0;71.0;Southeast;15.6;Southeast;22.2;135.0;279.0;144.0;345.1;;Medium-High Production
1471;2024-09-04 17:00:00;91640.0625;390634.875;14828.5625;2599.1875;;;26.1;36.0;;;0.0;99.0;West;22.0;Southwest;30.7;259.0;382.0;123.0;567.9;613.7;Low Production
1472;2024-12-21 18:00:00;69249.8125;436766.8125;0.0;20720.25;47192.97949999999;573929.8545;11.1;85.0;;;0.0;;West;8.8;West;21.4;0.0;0.0;0.0;0.0;0.0;High Production
1473;2024-10-30 15:00:00;69478.625;239496.6875;9313.5625;24304.5;55352.33100000002;397945.706;22.5;52.0;;;0.0;22.0;Southwest;9.7;Southwest;14.8;302.0;387.0;85.0;678.5;617.7;High Production
1474;2024-08-22 05:00:00;42129.625;249391.875;0.0;;78127.25099999999;372692.126;16.2;96.0;;;0.0;100.0;West;3.0;Northwest;3.3;0.0;0.0;0.0;0.0;0.0;High Production
1475;2024-08-23 11:00:00;49441.625;62841.3125;34466.0;4347.75;;271983.70325;25.8;59.0;;;0.0;3.0;Northwest;5.5;Northwest;6.9;;687.0;153.0;709.3;;Medium-Low Production
1476;2024-02-09 05:00:00;nan;;nan;41112.5625;84809.07525;839500.57525;11.8;93.0;0.1;0.1;0.0;100.0;Northeast;14.2;Northeast;;0.0;0.0;0.0;0.0;0.0;Medium-High Production
1477;2024-05-01 12:00:00;42007.125;722956.25;28818.5625;30919.5;131713.4211245;956414.8586245;11.9;66.0;;1.6;;90.0;Southwest;18.4;Southwest;24.3;203.0;500.0;297.0;233.3;1172.5;Medium-Low Production
